,discriminator_loss,discriminator_accuracy,gan_loss,gan_accuracy,generated_sequences
0,-0.06664080917835236,0.5,0.6826308965682983,1.0,0000000000
1,-0.36933475732803345,0.25,0.4787331223487854,1.0,iaaaaaaaaa
2,-0.5723322033882141,0.20000000298023224,0.7204620242118835,1.0,şşpppppppp
3,-0.07652312517166138,0.44999998807907104,-0.0589081272482872,0.6000000238418579,iiiiiiiiii
4,-0.16583535075187683,0.3500000238418579,0.7380737066268921,1.0,klllllllll
5,-0.3673667311668396,0.30000001192092896,0.7703303098678589,1.0,rrrrrooook
6,-0.22291350364685059,0.45000001788139343,0.8713678121566772,1.0,kooooooooo
7,-0.6873432397842407,0.15000000596046448,0.8744326829910278,1.0,oooooooooo
8,-0.7869067192077637,0.10000000149011612,0.8629258871078491,1.0,nnnnbbbbbb
9,-0.5900872945785522,0.20000000298023224,0.8379618525505066,1.0,mmmmmmmnnn
10,-0.8574906587600708,0.0,0.8398395776748657,1.0,mmmmmmmnnn
11,-0.7970267534255981,0.10000000149011612,-0.3909684717655182,0.4000000059604645,mmmmmmmnnn
12,-0.00963285006582737,0.5,0.8687229156494141,1.0,mnnaeeeeee
13,-0.05409221723675728,0.44999998807907104,0.8727836608886719,1.0,mmmmnaeeee
14,0.11851513385772705,0.6000000238418579,-0.840914249420166,0.10000000149011612,eeeeeeeeee
15,0.23060083389282227,0.6000000238418579,-0.7682536244392395,0.0,eeeeeeeeee
16,-0.022862935438752174,0.44999998807907104,-0.8187769651412964,0.0,eeeeeeeeee
17,-0.021010637283325195,0.5,-0.8426860570907593,0.10000000149011612,eeeeeeeeee
18,-0.011853277683258057,0.5,-0.8371728658676147,0.10000000149011612,ekkeeeeeee
19,-0.010753154754638672,0.5,-0.767494261264801,0.0,eeeeeeeeee
20,0.23407530784606934,0.6000000238418579,-0.7611314654350281,0.20000000298023224,eeeeeeeeee
21,-0.05372229963541031,0.4000000059604645,-0.6382194757461548,0.30000001192092896,eeeeeeeeee
22,-0.09062162786722183,0.44999998807907104,-0.5965327620506287,0.30000001192092896,aaaaaaaaaa
23,-0.8842650651931763,0.05000000074505806,0.8564998507499695,1.0,aaaaaaaaaa
24,-0.22726449370384216,0.4000000059604645,-0.40352219343185425,0.4000000059604645,aaaaeee000
25,-0.6741252541542053,0.15000000596046448,0.8401297330856323,1.0,ssssssssss
26,-0.7786735892295837,0.05000000074505806,0.8713323473930359,1.0,db00ssssss
27,0.19644483923912048,0.699999988079071,-0.5874473452568054,0.10000000149011612,ddiiiiiiii
28,-0.004775571636855602,0.5,0.8521169424057007,1.0,ddfföööööö
29,-0.7037330865859985,0.15000000596046448,0.8792575597763062,1.0,rööööööööö
30,-0.9096037745475769,0.0,0.7894319891929626,0.8999999761581421,ddgfffffff
31,-0.8075960874557495,0.10000000149011612,0.8494903445243835,1.0,dgıııııııı
32,-0.6202161908149719,0.25,0.8020248413085938,1.0,lıöööööööö
33,-0.8670209646224976,0.05000000074505806,-0.6460071802139282,0.10000000149011612,grllllllll
34,0.00019687414169311523,0.45000001788139343,0.8843017816543579,1.0,eerlllllll
35,0.21582326292991638,0.6000000238418579,-0.6444770693778992,0.20000000298023224,eeellllll0
36,-0.07108421623706818,0.45000001788139343,-0.6399083733558655,0.20000000298023224,aaeeeelllp
37,-0.2100639045238495,0.4000000059604645,-0.51605224609375,0.30000001192092896,ppaaaaaaee
38,0.03402996063232422,0.5,-0.34113630652427673,0.4000000059604645,kkaae00000
39,-0.7999082803726196,0.05000000074505806,0.9658766984939575,1.0,ankkae0000
40,-0.15073911845684052,0.4000000059604645,0.9664758443832397,1.0,ae00000000
41,-0.8661282658576965,0.05000000074505806,0.804302990436554,0.8999999761581421,pkkae00000
42,-0.8785602450370789,0.05000000074505806,-0.760513424873352,0.0,ee00000000
43,-0.016125774011015892,0.5,0.9595157504081726,1.0,ellee0l0nn
44,-0.7610533833503723,0.15000000596046448,0.7536269426345825,1.0,nnnnnet00u
45,-0.05178482457995415,0.44999998807907104,0.9704097509384155,1.0,ueerluuuuu
46,-0.9123722314834595,0.0,0.9608270525932312,1.0,uuuutttuuu
47,-0.9517814517021179,0.0,0.9495435953140259,1.0,erluuttttt
48,-0.037785958498716354,0.5,0.910487949848175,1.0,eerşuttttt
49,-0.7459357976913452,0.10000000149011612,0.8267118334770203,0.8999999761581421,erluummmmm
50,0.053747594356536865,0.5,0.8720710873603821,1.0,artmmmmmmm
51,0.025521671399474144,0.5,0.7819334268569946,1.0,arşuummmmm
52,-0.8183463215827942,0.05000000074505806,0.8763619661331177,1.0,arşuummmmm
53,-0.9457812309265137,0.0,0.9039295315742493,1.0,mmtttmmmmm
54,-0.07031688839197159,0.44999998807907104,0.9265241622924805,1.0,aüüüüüüüüü
55,-0.12488206475973129,0.4000000059604645,-0.8184133768081665,0.10000000149011612,şaüüutmumm
56,-0.00037212372990325093,0.44999998807907104,-0.8372262716293335,0.10000000149011612,büüuüüüüüü
57,-0.5623452663421631,0.15000000596046448,0.8975297808647156,1.0,boouuuuuuu
58,-0.9186034202575684,0.0,0.9504281878471375,1.0,bboummmmuu
59,-0.8723270297050476,0.0,0.8883981704711914,1.0,büçggggggg
60,-0.2928314805030823,0.3499999940395355,0.9125507473945618,1.0,bouumtuuuu
61,-0.6854135394096375,0.15000000596046448,0.8779489398002625,1.0,bouuuuoççç
62,-0.8715267181396484,0.05000000074505806,0.9237632751464844,1.0,boommmmmmm
63,-0.5583096742630005,0.20000000298023224,0.8359416127204895,0.8999999761581421,bgçççççççç
64,-0.7881305813789368,0.10000000149011612,0.959012508392334,1.0,boçççççççç
65,-0.881308376789093,0.05000000074505806,0.021669507026672363,0.5,bççççççççç
66,-0.7856850624084473,0.10000000149011612,0.9496081471443176,1.0,boouboçççç
67,-0.6878160238265991,0.15000000596046448,0.9611831903457642,1.0,ççbççççççç
68,-0.8796618580818176,0.05000000074505806,0.9615680575370789,1.0,boçççççççç
69,0.02473273314535618,0.550000011920929,0.9259449243545532,1.0,çççççççççç
70,0.045834075659513474,0.5,0.9727862477302551,1.0,çboççççççç
71,-0.8941458463668823,0.05000000074505806,0.9839757680892944,1.0,bççççççççç
72,-0.8576642274856567,0.05000000074505806,0.9836130142211914,1.0,şboouummou
73,-0.9473141431808472,0.0,0.9849228858947754,1.0,çqboluuuum
74,-0.8511495590209961,0.10000000149011612,0.9843609929084778,1.0,çççççççççç
75,-0.9761338233947754,0.0,0.9860314130783081,1.0,boçubççççç
76,-0.9654229879379272,0.0,0.9875646829605103,1.0,boçuuoçççç
77,-0.888759434223175,0.05000000074505806,0.936933159828186,1.0,mbbolummmm
78,-0.8037149310112,0.10000000149011612,0.9891448020935059,1.0,boççuçççço
79,-0.8899558782577515,0.05000000074505806,0.9893234372138977,1.0,mboççbooçç
80,-0.9643646478652954,0.0,0.9810819625854492,1.0,boççqççççç
81,-0.8965020179748535,0.05000000074505806,0.9598995447158813,1.0,boluummuum
82,-0.8792437314987183,0.05000000074505806,0.9640138745307922,1.0,çqçqqççqçç
83,-0.8827337026596069,0.05000000074505806,0.9652866125106812,1.0,qoluummmmm
84,-0.9676874279975891,0.0,0.971217930316925,1.0,qolummmmmm
85,-0.9010938405990601,0.05000000074505806,0.9905380010604858,1.0,boluummmmm
86,-0.7927422523498535,0.10000000149011612,0.9912813305854797,1.0,qooçvqçqoç
87,-0.8110410571098328,0.10000000149011612,0.9853521585464478,1.0,çqçççqçççç
88,-0.6059944033622742,0.20000000298023224,0.9792501330375671,1.0,qoçççqçççç
89,0.006801712326705456,0.5,0.9921543002128601,1.0,vqoçvqoluu
