,discriminator_loss,discriminator_accuracy,gan_loss,gan_accuracy,generated_sequences
1212,2.384185791015625e-07,0.5,0.999980628490448,1.0,genemmmeni
1213,0.0027795792557299137,0.5,0.9996392130851746,1.0,rpepmmmmmm
1214,9.799003237276338e-06,0.5,0.9996398091316223,1.0,eremmmmmnm
1215,-0.9999995231628418,0.0,0.9999964833259583,1.0,earp0mp0nż
1216,-0.8999015092849731,0.05000000074505806,0.9999468922615051,1.0,earemmmmmm
1217,-2.2649765014648438e-05,0.5,1.0,1.0,benemmmmmm
1218,-0.7998431324958801,0.10000000149011612,0.999980092048645,1.0,kiemimmimm
1219,-0.9998217821121216,0.0,0.9996445775032043,1.0,kiinmmmmmm
1220,-0.9999892115592957,0.0,0.9139819145202637,1.0,itimmmmmmm
1221,-0.9999994039535522,0.0,0.9969269633293152,1.0,raremmmmmm
1222,-0.9110161066055298,0.05000000074505806,0.9997590184211731,1.0,kinżmnmnmm
1223,-0.9998880624771118,0.0,0.9733667373657227,1.0,kienmmmmmm
1224,0.00012171268463134766,0.5,0.9936008453369141,1.0,kieninmmmn
1225,0.02224431000649929,0.5,0.9999750256538391,1.0,girpmmmmmm
1226,0.009653175249695778,0.5,0.9998135566711426,1.0,gmmmmmmmmm
1227,0.006903422065079212,0.5,0.9998113512992859,1.0,gerenmmmmm
1228,-1.4305115314527939e-07,0.5,0.9999998211860657,1.0,kininmnmen
1229,-0.9978669881820679,0.0,0.9999988675117493,1.0,genenmmmmm
1230,-0.9999994039535522,0.0,1.0,1.0,giremmmmmm
1231,-0.9999353289604187,0.0,0.9998809695243835,1.0,kinenmmmnm
1232,-2.956390289909905e-06,0.5,0.9998777508735657,1.0,keninmmmżm
1233,-0.9000236392021179,0.05000000074505806,0.9999823570251465,1.0,grmmmnmmmm
1234,4.370212627691217e-05,0.5,0.9999305605888367,1.0,ragemmmmmm
1235,-0.9999499320983887,0.0,0.9999948740005493,1.0,iremmmmmmm
1236,6.008148375258315e-06,0.5,0.8688744306564331,0.8999999761581421,earmmmkżmm
1237,-0.9999640583992004,0.0,0.9999998807907104,1.0,kinimmmmmm
1238,-0.8963079452514648,0.05000000074505806,0.9999960660934448,1.0,ggenmmmmmm
1239,0.0,0.5,0.9999555349349976,1.0,kienmnmmmm
1240,0.00045018194941803813,0.5,0.9756324887275696,1.0,gmmmmmmmmm
1241,2.9361248380155303e-05,0.5,0.9984859228134155,1.0,rażenemmmn
1242,-0.7985392808914185,0.10000000149011612,0.9999992251396179,1.0,giremmmmmm
1243,-0.9999410510063171,0.0,0.9999966621398926,1.0,gpenmmmmmm
1244,0.0008603573078289628,0.5,0.9981639981269836,1.0,gornmmmmmm
1245,-0.9996011853218079,0.0,0.9982444643974304,1.0,irmnmmmmmm
1246,-0.9999983906745911,0.0,0.999996542930603,1.0,girmmmmnmm
1247,-0.9006725549697876,0.05000000074505806,0.999996542930603,1.0,earmmmmmmm
1248,-0.7999868392944336,0.10000000149011612,0.999996542930603,1.0,rarpm000żż
1249,-1.0,0.0,0.9986848831176758,1.0,rgrmmmmmmm
1250,0.0012188435066491365,0.5,0.999977707862854,1.0,żenemmmmmm
1251,-0.9999673962593079,0.0,0.9999579191207886,1.0,rarmmmmmmm
1252,-2.3841858265427618e-08,0.5,0.9988929033279419,1.0,kienenmmmn
1253,-3.0183791750459932e-05,0.5,0.9999911189079285,1.0,earmmmmżżż
1254,-2.918243444582913e-05,0.5,0.9999966621398926,1.0,epemmmmmmm
1255,-0.9002851247787476,0.05000000074505806,0.9990903735160828,1.0,rnmmmmmmmm
1256,1.754760705807712e-05,0.5,0.9996959567070007,1.0,kinnimnmmm
1257,-1.6999245417537168e-05,0.5,0.9999969601631165,1.0,immmmmmmmm
1258,-3.5762786865234375e-07,0.5,0.9987604022026062,1.0,bienenmmnm
1259,-1.09434131445596e-05,0.5,0.9999949336051941,1.0,bienemmmmm
1260,-4.410743713378906e-05,0.5,0.9999707341194153,1.0,earmmemmmm
1261,4.547834396362305e-05,0.5,1.0,1.0,żarpż0żżżż
1262,-0.7999992370605469,0.10000000149011612,1.0,1.0,irmmmmmmmm
1263,-0.8996680974960327,0.05000000074505806,0.9999696612358093,1.0,rarenmmmmm
1264,-0.9999675750732422,0.0,0.9999936819076538,1.0,immmżmmmmm
1265,-0.9999826550483704,0.0,0.9986667633056641,1.0,kienimmnim
1266,-0.901496410369873,0.05000000074505806,0.9999994039535522,1.0,gtkmmmmmmm
1267,6.6518782659841236e-06,0.5,0.9999831914901733,1.0,kenimmmmmm
1268,0.0,0.5,0.9999984502792358,1.0,imkmnmmmmm
1269,-0.8999999761581421,0.05000000074505806,0.9990594983100891,1.0,grnmmmmmmm
1270,9.5367431640625e-07,0.5,0.9999994039535522,1.0,immmmmmmmm
1271,1.287460349885805e-06,0.5,1.0,1.0,immmmmmmmm
1272,-0.900467574596405,0.05000000074505806,0.9999586343765259,1.0,iimkimnżmm
1273,-0.9998458623886108,0.0,0.9999998807907104,1.0,rarmmmmmmm
1274,-4.720687684311997e-06,0.5,0.9999973177909851,1.0,beremmmmmm
1275,8.308887117891572e-06,0.5,0.9999939203262329,1.0,kenenmmmmm
1276,3.647804260253906e-05,0.5,0.9999994039535522,1.0,żarżenimmm
1277,9.310245513916016e-05,0.5,0.9999274015426636,1.0,gitnenmmmm
1278,2.8610230629055877e-07,0.5,0.9991447329521179,1.0,egemmmmmżm
1279,-0.800000011920929,0.10000000149011612,0.9999994039535522,1.0,kinimnmmmi
1280,2.4700164431123994e-05,0.5,0.9999998807907104,1.0,żarammmmmm
1281,-1.735687328618951e-05,0.5,0.9999672174453735,1.0,itkimmmmmm
1282,1.6951560610323213e-05,0.5,1.0,1.0,kinimmmmmm
1283,-0.900362491607666,0.05000000074505806,0.9999991655349731,1.0,kienemmmmm
1284,-1.4305115314527939e-07,0.5,0.9999958276748657,1.0,immimżmnim
1285,-0.9999629259109497,0.0,0.9998294115066528,1.0,keninimmmm
1286,-0.09998452663421631,0.44999998807907104,1.0,1.0,emmkmmkmmm
1287,-0.9999791979789734,0.0,-0.8000003099441528,0.10000000149011612,kenmmmmmmm
1288,-0.9004034996032715,0.05000000074505806,0.9998523592948914,1.0,kinmmmmkmm
1289,-0.9999392628669739,0.0,0.9995408058166504,1.0,żenmmmmmkm
